Json Question,Generator Question,Answer,Bleu Score
"Hangi sebeple, III. Selim Osmanlı ordusunda yenilikler yapabildi?",1792 yılında Avusturya'yla yapılan Ziştovi Antlaşması'yla ve 1792 yılında Rusya'yla yapılan Yaş Antlaşması ile savaşlar son buldu?,Savaşların son bulması sebebiyle,0.0
III. Selim hangi yılda Nizam-ı Cedid ordusunu kurdu?,"III. Selim, hangi yılda Nizam-ı Cedid ordusunu kurdu?",1793 yılında,0.7071067811865475
"III. Selim, 1793 yılında hangi orduyu kurdu?","III. Selim, 1793 yılında hangi ordusunu kurdu?",Nizam-ı Cedid ordusunu,0.6434588841607617
"Kaç yılında Nizam-ı Cedid ordusunun kaldırılmasını isteyen yeniçeriler, Kabakçı Mustafa'nın önderliği altında ayaklandılar?","hangi yılda Nizam-ı Cedid ordusunun kaldırılmasını isteyen yeniçeriler, Kabakçı Mustafa'nın önderliği altında ayaklandılar?",1807 yılında,0.8242367502646054
"III. Selim, Nizam-ı Cedid ordusunu dağıtmak ve 29 Mayıs 1807 tarihinde ne yapmak zorunda kaldı?","III. Selim, Nizam-ı Cedid ordusunu dağıtmak ve 29 Mayıs 1807 tarihinde neyi zorunda kaldı?",tahttan çekilmek,0.7533291439517512
Hangi antlaşma 1672-1676 yıllarındaki Osmanlı-Lehistan Savaşı'nı sona erdirmiştir?,Hangi antlaşma 1672-1676 yıllarındaki Osmanlı-Lehistan Savaşı'nı sonlandıran antlaşmadır?,İzvança Antlaşması,0.6803749333171202
İzvança Antlaşması hangi yıllardaki Osmanlı-Lehistan Savaşı'nı sona erdirmiştir?,"İzvança Antlaşması, hangi yıllardaki Osmanlı-Lehistan Savaşı'nı sonlandıran antlaşmadır?",1672-1676 yıllarındaki,0.3655552228545123
İzvança Antlaşması hangi savaşı sona erdirmiştir?,"İzvança Antlaşması, hangi savaşı sona erdirmiştir?",1672-1676 yıllarındaki Osmanlı-Lehistan Savaşı'nı,0.537284965911771
Hangi antlaşma ile Osmanlı Devleti'ne terk edilen Podolya'nın Türk toprağı olduğu tescillendi?,İzvança Antlaşması'na göre; hangi antlaşma ile Osmanlı Devleti'ne terk edilen Podolya'nın Türk toprağı olduğu tescillendi?,Bucaş Antlaşması ile,0.7012055133086459
"Oltenitsa zaferi ve ardından yine Tuna boyunda Maçin, Kalafat ve Rusçuk'ta Rus ordusunun püskürtülüp Osmanlı güçlerinin Tuna'nın kuzeyine atlaması, askeri, diplomatik ve moral açıdan kime önemli avantajlar sağladı ?","Oltenitsa zaferi ve ardından yine Tuna boyunda Maçin, Kalafat ve Rusçuk'ta Rus ordusunun püskürtülüp Osmanlı güçlerinin Tuna'nın kuzeyine atlaması, askeri, diplomatik ve moral açıdan kime önemli avantajlar sağladı?",Osmanlı İmparatorluğu'na,0.9284377392157683
"İzvança Antlaşması'na göre; kimlerin hüküm sürdüğü Ukrayna topraklarının üçte biri Lehistan'a geri verilirken, üçte ikisi yine Osmanlı İmparatorluğu'nun egemenliğine tevdi edildi?","İzvança Antlaşması'na göre; kimin hüküm sürdüğü Ukrayna topraklarının üçte biri Lehistan'a geri verilirken, üçte ikisi yine Osmanlı İmparatorluğu'nun egemenliğine tevdi edildi?",Osmanlı İmparatorluğu'na bırakılan Kazaklar'ın,0.8656030552541708
Vasvar Antlaşması'na göre; savaşta Osmanlı ordusu tarafından ele geçirilen Uyvar ve Nograd ile çevreleri kimlerde kalacak?,Vasvar Antlaşması'na göre; savaşta Osmanlı ordusu tarafından ele geçirilen Uyvar ve Nograd ile çevreleri nerede kalacak?,Osmanlılarda,0.8761560783209453
"Devlet adamları ve memurlar, ne doğrultusunda atandı?","Devlet adamları ve memurlar, neyi doğrultusunda atandı?",isyancıların düşünceleri,0.488923022434901
"Kim, Sultan I. Mahmud'a olan bağlılığını bildirmiş olmakla birlikte, devlet işlerine müdahale etmekten vazgeçmiyordu?","Kim Sultan I. Mahmud'a olan bağlılığını bildirmiş olmakla birlikte, devlet işlerine müdahale etmekten vazgeçmiyordu?",İsyancıların önderi konumundaki Patrona Halil,0.9193227152249185
"Devlet işlerine yapılan müdahale öyle bir aşamaya geldi ki Patrona Halil, Sultan I. Mahmud'dan kendisini yeniçeri ağalığına getirmesini ve nereye karşı savaş açmasını istedi?","Devlet işlerine yapılan müdahale öyle bir aşamaya geldi ki Patrona Halil, Sultan I. Mahmud'dan kendisini yeniçeri ağalığına getirmesini ve kime karşı savaş açmasını istedi?",Rusya'ya,0.8843865924896842
Hangi gün tören yapılacağı bahanesiyle saraya çağrılan Patrona Halil ve yandaşları yakalanarak öldürüldü?,tören yapılacağı bahanesiyle saraya çağrılan Patrona Halil ve yandaşları yakalanarak ne zaman öldürüldü?,15 Kasım 1730 günü,0.7539221180326288
15 Kasım 1730 günü tören yapılacağı bahanesiyle saraya çağrılan Patrona Halil ve kimler yakalanarak öldürüldü?,15 Kasım 1730 günü tören yapılacağı bahanesiyle saraya çağrılan Patrona Halil ve neyi yakalanarak öldürüldü?,yandaşları,0.8242367502646054
Kimler öldürülme korkusuyla tekrar ayaklandılar?,Kim öldürülme korkusuyla tekrar ayaklandılar?,Patrona Halil yandaşları,0.668740304976422
"Sultan I. Mahmud, ne çıkarttı ve halktan ayaklanmanın bastırılması için yardım istedi?","Sultan I. Mahmud, ney çıkarttı ve halktan ayaklanmanın bastırılması için yardım istedi?",Sancak-ı Şerif,0.7348889200874658
"Sultan I. Mahmud, Sancak-ı Şerif çıkarttı ve kimden ayaklanmanın bastırılması için yardım istedi?","Sultan I. Mahmud, Sancak-ı Şerif çıkarttı ve kiminden ayaklanmanın bastırılması için yardım istedi?",halktan,0.7611606003349892
"İsyanlardan bıkmış olan halk, padişaha yardımcı olarak ayaklanmanın hangi tarihte bastırılmasını sağladı?","İsyanlardan bıkmış olan halk, padişaha yardımcı olarak ayaklanmanın ne zaman kısa sürede bastırılmasını sağladı?",28 Ocak 1731 tarihinde,0.5622008276590377
Serav Antlaşması'na göre hangi kaleler Osmanlı'da kalacaktır?,Serav Antlaşması'na göre nereler Osmanlı'da kalacaktır?,Kars ve Ahıska kaleleri,0.3215935109119012
"Serav Antlaşması'na göre, nereye saldırılmayacaktır?","Serav Antlaşması'na göre, kime saldırılmayacaktır?",Osmanlı hâkimiyetinde bulunan Dağıstan beylerine,0.42728700639623407
Serav Barış Antlaşması'nın hangi barıştan tek farkı 200 deve yükü ipek haracın 100 deve yüküne indirilmiş olmasıdır?,Serav Barış Antlaşması'nın hangi barışından tek farkı 200 deve yükü ipek haracın 100 deve yüküne indirilmiş olmasıdır?,1612 yılında varılan Nasuh Paşa Barışı'ndan,0.8282477531331041
"Hangi antlaşmaya göre; Avusturya, savaş tazminatı ödeyecek, daha sonra iki tarafta barışın belirtisi olarak karşılıklı 200.000 kara kuruş değerinde hediyeler gönderecek?","Hangi antlaşmaya göre; Avusturya savaş tazminatı ödeyecek, daha sonra iki tarafta barışın belirtisi olarak karşılıklı 200.000 kara kuruş değerinde hediyeler gönderecek?",Vasvar Antlaşması'na göre,0.8656030552541708
"Vasvar Antlaşması'na göre, nereler Osmanlılarda kalacak?",Vasvar Antlaşması'na göre; hangi yerler Osmanlılarda kalacak?,savaşta Osmanlı ordusu tarafından ele geçirilen Uyvar ve Nograd ile çevreleri,0.18575057999133598
"Vasvar Antlaşması'na göre, neresi yeniden inşa edilmemek şartıyla Avusturya'da kalacak?","Vasvar Antlaşması'na göre; savaşta Osmanlı ordusu tarafından ele geçirilen Uyvar ve Nograd ile çevreleri Osmanlılarda kalacak, neresi yeniden inşa edilmemek şartıyla Avusturya'da kalacak?",Zerinvar Kalesi,0.27748702735605824
"Vasvar Antlaşması'na göre; neresi, Osmanlı İmparatorluğu'na bağlı kalacak ve her iki tarafta askeri kuvvetlerini Erdel'den çekecek?",Vasvar Antlaşması'na göre; neresi Osmanlı İmparatorluğu'na bağlı kalacak ve her iki tarafta askeri kuvvetlerini Erdel'den çekecek?,Erdel,0.8153551038173115
"Vasvar Antlaşması'na göre; Erdel, Osmanlı İmparatorluğu'na bağlı kalacak ve her iki tarafta askeri kuvvetlerini nereden çekecek?","Vasvar Antlaşması'na göre; Erdel, Osmanlı İmparatorluğu'na bağlı kalacak ve her iki tarafta askeri kuvvetlerini neyden çekecek?",Erdel'den,0.8761560783209453
"Vasvar Antlaşması'na göre; hangi iki devlet birbirlerinin topraklarına saldırmayacak, antlaşma 20 yıl geçerli olacaktır?","Vasvar Antlaşması'na göre; hangi iki ülke birbirlerinin topraklarına saldırmayacak, antlaşma 20 yıl geçerli olacaktır?",Osmanlı ve Avusturya,0.7825422900366437
"Zitvatorok Antlaşması, hangi devletler arasında imzalanmıştır?","Zitvatorok Antlaşması, hangi iki devlet arasında imzalanmıştır?",Avusturya Arşidüklüğü ile Osmanlı İmparatorluğu,0.3073940764756322
Zitvatorok Antlaşması hangi savaşı sona erdiren antlaşmadır?,"Zitvatorok Antlaşması, hangi savaşı sona erdiren antlaşmadır?",1593-1606 yıllarındaki Osmanlı-Avusturya Savaşı'nı,0.6434588841607617
"Hangi antlaşmaya göre; Avusturya arşidükü, Osmanlı padişahına eşit sayılacaktır?","Hangi antlaşmaya göre Avusturya arşidükü, Osmanlı padişahına eşit sayılacaktır?",Zitvatorok Antlaşması'na göre,0.6606328636027614
"Zitvatorok Antlaşması'na göre; Eğri, Estergon, Kanije kaleleri kimde kalacaktır?","Zitvatorok Antlaşması'na göre; Eğri, Estergon, Kanije kaleleri nerede kalacaktır?",Osmanlı'da,0.7506238537503395
Zitvatorok Antlaşması'na göre; nereler Osmanlı'da kalacaktır?,Zitvatorok Antlaşması'na göre; hangi kaleler Osmanlı'da kalacaktır?,"Eğri, Estergon, Kanije kaleleri",0.3073940764756322
Zitvatorok Antlaşması'na göre nereler Avusturyalılarda kalacaktır?,"Zitvatorok Antlaşması'na göre; Eğri, Estergon, Kanije kaleleri Osmanlı'da kalacaktır; hangi kaleler Avusturyalılarda kalacaktır?",Raab (Yanıkkale) ve Komárom kaleleri,0.08737167851715875
"Zitvatorok Antlaşması'na göre; Avusturya, Osmanlı Devleti'ne ne ödeyecektir?","Zitvatorok Antlaşması'na göre; Avusturya, Osmanlı Devleti'ne hangi tazminatı ödeyecektir?",200.000 altın savaş tazminatı,0.6104735835807844
"Zitvatorok Antlaşması'na göre; kim, Avusturya Arşidükü'ne Kutsal Roma İmparatoru ünvanıyla hitap edecektir?","Zitvatorok Antlaşması'na göre; kim, Avusturya Arşidükü'ne Kutsal Roma İmparatoru ünvanıyla hitap edecek, Osmanlı Padişahı ile Avusturya Arşidükü her üç yılda bir karşılıklı armağanlar gönderecektir?",Osmanlı Padişahı,0.419793811546288
"Zitvatorok Antlaşması'na göre; Osmanlı Padişahı, Avusturya Arşidükü'ne nasıl hitap edecektir?","Zitvatorok Antlaşması'na göre; Osmanlı Padişahı, Avusturya Arşidükü'ne hangi ünvanla hitap edecektir?",Kutsal Roma İmparatoru ünvanıyla,0.6315552371794037
Ne zaman Lipva ve Varat kaleleri Avusturyalılar tarafından işgal edildi?,Lipva ve Varat kaleleri ne zaman Avusturyalılar tarafından işgal edildi?,Salankamen Savaşı'ndan sonra,0.5410822690539396
Kamaniçe Kalesi'ni kuşatan Leh kuvvetlerini kim bozguna uğratmıştır?,Kamaniçe Kalesi'ni kuşatan Leh kuvvetleri kim tarafından bozguna uğratıldılar?,Kahraman Paşa,0.3303164318013807
"Venedikli vali Morusunu nereye asker çıkarıp, Hanya kalesini kuşattı?","Venedikli vali Morosunu nereye asker çıkarıp, Hanya kalesini kuşattı?",Girit'e,0.6606328636027614
"Venedikli vali Morosunu Girit'e asker çıkarıp, Hanya kalesini kuşattıysa da kimin savunması sayesinde geri çekildiler?","Venedikli vali Morosunu, Girit'e asker çıkarıp, Hanya kalesini kuşattıysa da kimin kahramanca savunması sayesinde adadan ayrılmak zorunda kaldı?",İsmail Paşa'nın,0.4583034067124109
Avusturyalılar hangi yılda Erdel üzerinden Eflak ve Boğdan'a tekrar taarruza başladılar?,Avusturyalılar ne zaman Erdel üzerinden Eflak ve Boğdan'a tekrar taarruza başladılar?,1693 yılında,0.6989307622784944
"1693 yılında Avusturyalılar, neresi üzerinden Eflak ve Boğdan'a tekrar taarruza başladılar?",1693 yılında Avusturyalılar Eflak ve Boğdan'a ne üzerinden taarruza başladılar?,Erdel üzerinden,0.2147795427007173
"1693 yılında Avusturyalılar, Erdel üzerinden nereye tekrar taarruza başladılar?",40.000 civarında Rus askeri kime girdi?,Eflak ve Boğdan'a,0.0
Sadrazam Bozoklu Mustafa Paşa nereyi geri aldı ve Belgrad'ı kuşatmadan kurtardı?,Sadrazam Bozoklu Mustafa Paşa süratle gelerek nereyi geri aldı ve Belgrad'ı kuşatmadan kurtardı?,Yanova'yı,0.6703420896351792
Kim Yanova'yı geri aldı ve Belgrad'ı kuşatmadan kurtardı?,Kim süratle gelerek Yanova'yı geri aldı ve Belgrad'ı kuşatmadan kurtardı?,Sadrazam Bozoklu Mustafa Paşa,0.6606328636027614
Hangi ordunun kısmi başarılarına rağmen Avusturyalıların taarruzları devam ediyordu?,Kimin kısmi başarılarına rağmen Avusturyalıların taarruzları devam ediyordu?,Osmanlı Ordusunun,0.7420884818558928
Sultan II. Osman tahta çıktığı sırada Sadrazam Damat Halil Paşa neredeydi?,Sultan II. Osman tahta çıktığı sırada Sadrazam Damat Halil Paşa nerede seferdeydi?,İran seferindeydi,0.8070557274927982
"Hangi antlaşma, 26 Eylül 1618 tarihinde, Osmanlı ve İran arasında imzalanmıştır?","Hangi antlaşma 26 Eylül 1618 tarihinde, Osmanlı ve İran arasında imzalanmıştır?",Serav antlaşması,0.8070557274927981
"Serav antlaşması hangi tarihte, Osmanlı ve İran arasında imzalanmıştır?",Serav antlaşması hangi tarihte imzalanmıştır?,26 Eylül 1618 tarihinde,0.19199242796476848
"Serav antlaşması, 26 Eylül 1618 tarihinde hangi devletler arasında imzalanmıştır?","Serav antlaşması, 26 Eylül 1618 tarihinde hangi iki ülke arasında imzalanmıştır?",Osmanlı ve İran,0.6315552371794037
"II. Süleyman, hastalığına rağmen neden 1691 yılında Macaristan seferine katıldı?","II. Süleyman, hastalığına rağmen, neden 1691 yılında Macaristan seferine katıldı?",Macaristan seferine çıkacak orduya moral olması amacıyla,0.6580370064762462
"II. Süleyman, yola çıktı ve ne zaman Edirne'ye ulaştı?","II. Süleyman, yola çıktı ve hangi tarihte Edirne'ye ulaştı?",9 Haziran'da,0.5133450480401704
"Edirne'de hastalığı iyice artan II. Süleyman, hangi gün vefat etti?","Edirne'de hastalığı iyice artan II. Süleyman, ne zaman vefat etti?",22 Haziran 1691 Cuma günü,0.5814307369682193
"Kim, 1389 yılından 1402 yılına kadar hükümdarlık yapmıştır?",Kim 1389 yılından 1402 yılına kadar hükümdarlık yapmıştır?,I. Bayezid,0.8408964152537145
"I. Bayezid, kaçıncı Osmanlı padişahıdır?",I. Bayezid kaçıncı Osmanlı padişahıdır?,4.,0.42728700639623407
"I. Bayezid, 4. nedir?","I. Bayezid, 4. hangi padişahdır?",Osmanlı padişahıdır,0.3976353643835253
"I. Bayezid, ne zaman hükümdarlık yapmıştır?","I. Bayezid, hangi yıllar arasında hükümdarlık yapmıştır?",1389 yılından 1402 yılına kadar,0.18575057999133598
"Kimin, Yıldırım lakabını nasıl edindiği konusunda çeşitli rivayetler vardır?",Kimin Yıldırım lakabını nasıl edindiği konusunda çeşitli rivayetler vardır?,I. Bayezid'in,0.8633400213704505
"I. Bayezid'in neleri; Emir Süleyman, İsa Çelebi, Musa Çelebi, Çelebi Mehmed'dir?","I. Bayezid'in neyi Emir Süleyman, İsa Çelebi, Musa Çelebi, Çelebi Mehmed'dir?",çocukları;,0.7419446627365011
I. Bayezid'in naaşı geçici olarak nereye defin edilmiştir?,I. Bayezid'in naaşı geçici olarak neye defin edilmiştir?,Akşehir'de Seyyid Mahmud Hayrani'nin türbesine,0.5946035575013605
Mısır meselesi böylece devletlerarası gündeme neyi çıkarmış oluyordu ?,Mısır meselesi böylece devletlerarası gündeme neyi çıkarmış oluyordu?,Boğazlar meselesini,0.7420884818558928
Londra'da yapılan toplantıda ne imzalanmıştır ?,1840 yazında Mısır meselesinin halli üzerine ertesi yıl Londra'da yapılan toplantıda ne imzalanmıştır?,Londra Boğazlar Mukavelenâmesi,0.1933853138176172
Baltalimanı Ticaret Konvansiyonu ne zaman imzalandı ?,Baltalimanı Ticaret Konvansiyonu hangi tarihte imzalandı?,16 Ağustos 1838 tarihinde,0.2557539057896621
Osmanlı İmparatorluğu kendi ihtiyaç duyduğu yerli hammaddelerin yabancı tüccarlar tarafından yurt dışına çıkarılmasını önleyen yed-i vahid (tekel) sistemini ne zamandan beri uygulamaya koymuştu ?,Osmanlı İmparatorluğu ne zaman kendi ihtiyaç duyduğu yerli hammaddelerin yabancı tüccarlar tarafından yurt dışına çıkarılmasını önleyen yed-i vahid (tekel) sistemini uygulamaya koymuştu?,1826'dan beri,0.692975103486841
Kim kendilerine Osmanlı topraklarında ayrıcalıklar verilmesi için Osmanlı İmparatorluğu'na baskı yapıyorlardı ?,"Kim Balaklava'nın güney limanına doğru ilerlerken, Fransızlar batı kıyısındaki Kamieş'e girdi?",İngilizler,0.03422097622726611
Kim Mısır valisi Kavalalı Mehmet Ali Paşa'nın isyanını bastırmak için İngilizlerden yardım istedi ?,Kim Mısır valisi Kavalalı Mehmet Ali Paşa'nın isyanını bastırmak için İngilizlerden yardım istedi?,Osmanlı Hariciye Nazırı Mustafa Reşit Paşa,0.8446319809857226
"Osmanlı Hariciye Nazırı Mustafa Reşit Paşa, niçin İngilizlerden yardım istedi ?",Osmanlı Hariciye Nazırı Mustafa Reşit Paşa neden İngilizlerden yardım istedi?,Mısır valisi Kavalalı Mehmet Ali Paşa'nın isyanını bastırmak için,0.4088064519392259
Baltalimanı Konvansiyonu Kraliçe Viktorya tarafından ne zaman onaylandı ?,Baltalimanı Ticaret Konvansiyonu ne zaman onaylandı?,8 Ekim 1838'de,0.11708995388048027
II. Mahmut sonrasında tahta geçen hangi padişah fermanı imzalamıştır ?,Tanzimat Fermanı'nın sonrasında tahta geçen kim fermanı imzalamıştır?,Abdülmecid,0.17203390873009322
Kim Mısırla yapılan savaşın yenilgiyle sonuçlanmasını fırsat bilerek Osmanlı devletini bir çok kez tehdit etmiştir ?,Kim bu yenilgiyi fırsat bilerek Osmanlı devletini bir çok kez tehdit etmiştir?,Mısır Valisi Mehmet Ali Paşa,0.45252910179589845
Ne çok uluslu bir yapıya sahip olan Osmanlı devletinin toprak bütünlüğünü tehlikeye düşürmüştür ?,çok uluslu bir yapıya sahip olan Osmanlı devletinin toprak bütünlüğünü tehlikeye düşüren düşüncesi nedir?,Fransız akımının yaydığı milliyetçilik düşüncesi,0.7577395672414201
Tanzimat fermanı ile birlikte padişahların yetkileri kime devredilmiştir ?,Tanzimat fermanı ile birlikte padişahların yetkileri ne devredilmiştir?,meclise,0.6004287712485592
Padişahların yetkilerinin meclise devredilmesinin temel amacı nedir ?,Tanzimat fermanı ile birlikte padişahların yetkileri meclise devredilmiştir?,iktidar gücünü padişah ve saraydan alarak bürokrasiye vermek ve devlet yönetimini merkezileştirmektir,0.05522397783539471
Londra Antlaşması ne zaman imzalanmıştır ?,Londra Antlaşması hangi tarihte imzalanmıştır?,15 Temmuz 1840 tarihinde,0.1749165062636126
Londra Antlaşması neyi sona erdirmiştir ?,Londra Antlaşması hangi savaşı sona erdirmiştir?,1839-1841 Osmanlı-Mısır Savaşını,0.1796520559815421
Nereleri sömürgeci ve yayılmacı politika izleyen devletlerin iştahını kabartan bir konum olma özelliğine erişti ?,Osmanlı Devleti’nin zayıfladığı dönemlerde nereleri sömürgeci ve yayılmacı politika izleyen devletlerin iştahını kabartan bir konum olma özelliğine erişti?,İstanbul ve Çanakkale Boğazı,0.6341922683775969
İstanbul ve Çanakkale Boğazları neden büyük önem arz ediyordu ?,Osmanlı Devleti’nin zayıfladığı dönemlerde İstanbul ve Çanakkale Boğazı neden büyük önem arz ediyordu?,Boğazların devletlerarası dengeleri değiştirecek şekilde yer almasından dolayı,0.2796842457966537
Kırım savaşı kimin zaferiyle sonuçlanmıştır ?,"Savaş, kimin zaferiyle sonuçlanmıştır?",müttefik güçlerinin,0.1937692912686648
Osmanlı Devleti kimlere çeşitli ayrıcalıklar tanımıştı ?,"Osmanlı Devleti, kime çeşitli ayrıcalıklar tanımıştı?",Hristiyanlarca kutsal sayılan Kudüs ve çevresinde Katolik ve Ortodoks cemaatlerine,0.1520721822274009
1853 yılına gelindiğinde ayrıcalıklar konusunda kimler çatışmaya başladılar ? ,1853 yılına gelindiğinde ayrıcalıklar konusunda kimin çatışmaya başladılar?,Rusya ile Katolikliğin dünya çapında savunuculuğunu yapan Fransa,0.47750342648354643
Çıkarları gereği Osmanlı Devleti'nin toprak bütünlüğünün muhafazasından yana olan kimdir ?,çıkarları gereği Osmanlı Devleti'nin toprak bütünlüğünün muhafazasından yana olan kimin bu teklifi kabul etmedi?,Birleşik Krallık,0.5142401605028263
"Osmanlı Devleti, kimin de desteğine güvenerek Rus isteklerini reddetti ?","Osmanlı Devleti, kimin de desteğine güvenerek Rus isteklerini reddetti?",Britanya'nın da,0.7725505949016372
Oltenitsa Muharebesi tarihi ne zamandır ?,Oltenitsa Muharebesi ne zaman başlamıştır?,2-11 Kasım 1853,0.19357693493908812
Sinop Baskınının tarihi nedir ?,Sinop Baskını ne zaman başlamıştır?,30 Kasım 1853,0.10682175159905853
Sinop baskınında kim Sinop’ta Osmanlı donanmasına ağır bir darbe indirdi ?,Sinop Baskınınında kim Sinop’ta Osmanlı donanmasına ağır bir darbe indirdi?,Rus Karadeniz donanması,0.5977653345720249
Dünya deniz savaşları tarihinde yelkenli ahşap gemilerin rol aldığı son çarpışma ve gülle yerine patlayıcı mermilerin (humbara) kullanıldığı ilk çarpışma olarak neyin özel bir yeri vardır ?,Dünya deniz savaşları tarihinde yelkenli ahşap gemilerin rol aldığı son çarpışma ve gülle yerine patlayıcı mermilerin (humbara) kullanıldığı ilk çarpışma olarak kimin özel bir yeri vardır?,Sinop Baskını’nın,0.8209512402593354
Kimler bir süredir Kırım Savaşı’nın Kafkas cephesinde çarpışıyorlardı ?,"Oltenitsa Muharebesi'nin başlarında, Bükreş'in 60 km güney doğusunda Tuna Nehrinin kuzey kıyısında yer alan Oltenitsa (günümüzde Olteniţa, Călăraşi ili, Romanya) ve karşı kıyıdaki Turtukaya (günümüzde Tutrakan, Silistre ili, Bulgaristan) kasabalarının olduğu bölg",Osmanlı ve Rus orduları,0.0
Osmanlı ve Rus orduları bir süredir nerede çarpışıyorlardı ?,Osmanlı ve Rus orduları bir süredir nerede çarpışıyorlardı?,Kırım Savaşı’nın Kafkas cephesinde,0.7420884818558928
Kafkaslardaki Osmanlı güçlerinin ikmal yolu neresiydi ?,Kafkaslardaki Osmanlı güçlerinin ikmal yolu neredeydi?,Trabzon ve Batum limanlarıydı,0.6431870218238024
Osmanlı deniz yolunu korumak amacıyla kimin komutasında Sinop‘ta bir filotilla üslenmişti ?,Deniz yolunu korumak amacıyla kimin komutasında Sinop‘ta bir filotilla üslenmişti?,Patrona Osman Paşa(Oramiral) komutasında,0.6221008431290531
Silistre Kuşatması ön çatışmalar dışında kaç gün boyunca devam etmiştir ?,Silistre Kuşatması ön çatışmalar dışında kaç gün boyunca devam etti?,41 gün boyunca,0.7963580315032781
"Serdar-ı Ekrem Müşir Ömer Lütfi Paşa komutasındaki Osmanlı Ordusu, taarruza geçerek nerelere girdi ?","Huruç hareketi ile Rus Ordusu'nun geri çekilmesini sağlayan Serdar-ı Ekrem Müşir Ömer Lütfi Paşa komutasındaki Osmanlı Ordusu, taarruza geçerek nereye girdi?",Bükreş ve İbriş şehirlerine,0.4845766087853281
Huruç hareketi ile Rus Ordusu'nun geri çekilmesini sağlayan kimdir ?,Huruç hareketi ile Rus Ordusu'nun geri çekilmesini sağlayan kim taarruza geçerek Bükreş ve İbriş şehirlerine girdi?,Serdar-ı Ekrem Müşir Ömer Lütfi Paşa komutasındaki Osmanlı Ordusu,0.4428500142691474
Kim Tuna üzerinde Silistre kalesindeki Osmanlı güçlerini kuşatarak 70 gün boyunca yoğun bir baskı altına aldı ?,kimin Tuna üzerinde Silistre kalesindeki Osmanlı güçlerini kuşatarak 70 gün boyunca yoğun bir baskı altına aldı?,General İvan Paskeviç komutasındaki Rus ordusu,0.8089976633967793
Kuşatma harekatı Tuna'nın kuzey kıyısında Rus topçu bataryalarının konuşlandırılmasıyla ne zaman başladı ?,Kuşatma harekatı ne zaman Tuna'nın kuzey kıyısında Rus topçu bataryalarının konuşlandırılmasıyla başladı?,14 Nisan günü,0.5707985352291968
İttifak kuvvetlerinin amacı nereyi ele geçirmekti ?,İttifak kuvvetlerinin amacı nereyi ele geçirmekti?,Sivastopol'un limanı ve kalesini,0.6431870218238024
Kimler birliklerini limanın güneyine konuşlandırdı ?,Kim birliklerini limanın güneyine konuşlandırdı?,Lord Raglan komutası altındaki İngilizler ve Canrobert komutası altındaki Fransızlar,0.32555630133216146
Rus komutanı Liprandi kaç askerini yanına alarak Balaklava civarındaki kuvvetlere saldırmaya hazırlandı ?,Rus komutanı Liprandi kaç askerini yanına alarak Balaklava civarındaki kuvvetlere saldırmaya hazırlandı?,25.000,0.8313539764691034
"Rus komutanı Liprandi, 25.000 askerini yanına alarak Balaklava civarındaki kuvvetlere saldırmaya hazırlanırken neyi umuyordu ?","Rus komutanı Liprandi, 25.000 askerini yanına alarak Balaklava civarındaki kuvvetlere saldırmaya hazırlandı, bunu yaparken neyi umuyordu?",İngilizlerle sağ kuşatma kanadının arasındaki bağı koparmayı,0.6668954865619205
İnkerman Muharebesi ne zaman gerçekleşmiştir ?,İnkerman Muharebesi ne zaman gerçekleşmiştir?,5 Kasım 1854'te,0.5475182535069453
Rus ordusundan alanda bozulması neyi zorunlu kılacaktır ?,Rus ordusundan alanda bozulması neyi zorunlu kılacaktır?,Sivastopol Kuşatması'nı,0.7013967267997694
Ruslar şehrin doğusundan müttefiklerin sağ kanadına ne zaman saldırdılar ?,Ruslar şehrin doğusundan müttefiklerin sağ kanadına ne zaman saldırdılar?,5 Kasımda,0.7725505949016372
"Müttefikler; İngiltere, Fransa ve Osmanlı Rus donanma üssünün bulunduğu Sivastopol'a ne zaman çıkarma yaptı ?","Müttefikler; İngiltere, Fransa ve Osmanlı Rus donanma üssünün bulunduğu Sivastopol'a ne zaman çıkarma yaptı?",14 Eylül 1854'te,0.8559471626823624
"Rus general, Soymonov aldığı emirler doğrultusunda kuvvetleri nerede konuşlandırdı ?","Rus general, Soymonov aldığı emirler doğrultusunda kuvvetleri nerede konuşlandırdı?",Çrneya Vadisinde,0.7725505949016372
"Gözleve Muharebesi (Rusça: Штурм Евпатории), hangi savaşın muharebelerinden biridir ?",Gözleve Muharebesi hangi savaşın muharebelerinden biri?,Kırım Savaşı’nın,0.19505632433269743
Kim komutasındaki Osmanlı Ordusu Kırım'ın Gözleve (bugünkü Evpatoriya)'deki istihkam noktasına saldıran Rus İmparatorluğu güçlerini ağır kayıplarla geri püskürttü ?,Kimin komutasında Osmanlı Ordusu Kırım'ın Gözleve (bugünkü Evpatoriya)'deki istihkam noktasına saldıran Rus İmparatorluğu güçlerini ağır kayıplarla geri püskürttü?,Serdar-ı Ekrem Ömer Paşa komutasında,0.7730815967809738
Önemli Tatar yerleşimlerinden Gözleve liman kenti nerededir ?,Önemli Tatar yerleşimlerinden Gözleve liman kenti nerededir?,Kırım’ın güney batısındaki Kalamiş (Kalamitski) Körfezi kuzeyinde,0.7013967267997694
